Start_time,End_time,Amplitude,Duration,Pressure_Difference,tai_hour
736888.8922493975,736888.8925965256,22.974300665101723,29.991871118545532,0.10188649256652127,21
736888.8925965256,736888.8931751382,-21.533279538341162,49.99212473630905,0.3937426643192481,21
736889.2322039676,736889.2327824878,-28.036641725352112,49.98413845896721,0.19116172730829817,5
